user_id,spread,influence
4941208239706416157,118,15.7113622228886
5496764411924918454,133,8.38778633238352
1880292608553765217,150,8.3001775866878
8471224198056900302,314,8.20535364330146
-6140706672503805059,110,8.19964739288237
-6557972055115302145,192,8.06810262539262
4349539935708501064,153,8.02573897424262
714082314349821580,223,7.93048322867537
872146678684168934,110,7.7332853975957
-1892802029281647533,119,7.71894163787021
-8331390853686412909,124,7.67249368562439
1693911524403425602,157,7.53457709786458
-6568926982810844641,108,7.21544283120308
-2122229453854996606,164,7.20095825621119
4853656440712568827,114,7.16793849846293
-425018087986724748,144,7.11849322510564
2521720690380947937,104,6.97407327317337
-9203514567911887713,336,6.70193264133585
-4286490980530308242,144,6.65457229017512
-230720214213806784,141,6.63694975910944
-7943552993699550863,172,6.56614830818008
9108643848126076276,129,6.56500303124265
6368736212307240319,123,6.42657781535477
120023174151795719,105,6.41771760839305
-6612638134390928918,134,6.3829751703774
-9107366266879672377,296,6.35963983300167
-897912412363928179,189,6.3526846206674
797398964073001650,409,6.34387444127366
-4027109716246584567,317,6.30752357101827
5086202794573858883,326,6.29702006233426
2010725316405074600,168,6.29548364141104
711401319756245599,140,6.26908309234161
-5589961696675966183,124,6.20844216038675
691587432960406346,129,6.10600441875702
-1663142764363076323,235,6.09473580911599
-7871846611957691611,107,6.08210806627362
-7158115173941572751,115,6.01689261563581
-4241891033939291982,143,5.99060628732367
-6223438503010276744,122,5.94386435219909
6772372920351838679,109,5.92472096032902
5794635805331830183,105,5.91252985406516
2198402622823561986,422,5.90364757291347
2672423948209887503,207,5.86722581085171
627104407940869835,107,5.86653778503879
6392060992302655417,157,5.86133366979018
-751895484330337827,171,5.85075683693486
-467747454216493313,246,5.84367457002273
-5698565207055326962,223,5.82188901787991
-7428068526613797170,256,5.81673794872681
9011480545891441358,317,5.8071691689458
1222409513975102933,103,5.78355055089481
2385768632176653969,243,5.74378235047585
-3874946911100554672,158,5.73946603359143
39928963610351262,208,5.72926652371202
747989469269858567,120,5.70907207386412
5986386393916631010,178,5.69916120199833
8201258529466696293,163,5.69865972702076
6100409721367860101,218,5.6963965776167
5009870887586089145,224,5.69075826472008
4222354702670308568,197,5.68000268927188
-5854877477283707125,217,5.6783332859773
3302756304417127008,105,5.67736821339853
4192092034701496509,173,5.6712343366947
-6315682881194144185,117,5.66927521880111
-867758493466458450,206,5.66564378584265
-4032611668057520914,109,5.66388627943172
-3242599727874076665,123,5.65500537444454
6997300751150707853,123,5.6438874456849
-3888449420681937786,138,5.63418199915994
-5260311086464659172,430,5.63023004916111
3351451994337445756,187,5.6222063069
-8687432643927931531,142,5.61893086074282
-596346964783408915,126,5.61260572264858
7187815532355117997,111,5.60694256134406
-4806117524836295474,105,5.60635922145838
-3378394879096260357,198,5.60053296613137
7097546378581031853,154,5.57550181751894
7703989708318559808,107,5.5589148896747
4959950573980980455,144,5.55619260908976
3220565268431535166,231,5.55439189582027
-5296410410431732404,137,5.54240757240513
4134846840258165632,178,5.53783066658653
-1728717629945991892,116,5.52852687233478
-4068342131441855116,122,5.52716217138255
-6928763002135056721,168,5.51660673743934
-6289729691607017226,175,5.51057524103739
-3862139785669821887,155,5.4977432482416
-1928027059381416645,123,5.49634971049919
509613728079180852,112,5.48817509952152
2885989784700336599,185,5.48280826971232
2779455052428445496,212,5.48140490532687
-215024125206636902,109,5.47923052012058
-2497036864865612187,181,5.47896120011712
8885510637874893807,273,5.46725594455057
3633907699499066798,103,5.45639243213986
-8450937552752604058,171,5.45194520831259
-6683964696521916410,126,5.44313773853526
-65027387968045139,116,5.43337514745014
171367766117661943,163,5.4264853326229
7674384400791018030,113,5.42314007468432
7949010459949330408,233,5.42274930747623
-8510254025723243925,195,5.41894702511139
2073211485446079463,140,5.41806562806081
8936949560153791524,113,5.41687360539577
-7781958910062947478,106,5.41673616940234
-876357838848135939,109,5.39780512528931
-6482709735817834562,197,5.39419151704008
-7310348460450053560,103,5.37227003291218
8032565613906550617,202,5.34983944192291
-6024425772081452289,117,5.33411858799396
517908765063045250,141,5.33034966472713
-954765319608861694,108,5.32753510725704
2315135248739329125,103,5.32735388925854
4113471844654284711,149,5.32551965639741
-6852098325811328723,128,5.31913634799789
8435336328795744611,159,5.31900424333883
6825340144162002243,149,5.31195984671118
-6442155241346064721,157,5.30691681947106
-6502820788532575426,228,5.29789102265651
-8098651299564741928,271,5.29761667937909
-7832597556320637791,238,5.29554632397612
-4814992877252135614,162,5.29450970095827
7977033966556432235,150,5.2884543573608
1072144086154226236,279,5.27954369948168
6384749303861666881,105,5.27903494920169
-2667907800969862868,247,5.27741376409892
4193111746595815203,121,5.27662987767284
-7292456425587765340,199,5.27533681320333
-7356391242077378978,131,5.272529408649
-5879791647159265426,168,5.26980177860761
-1794247966252503576,132,5.26725689018977
6291149913998380456,166,5.26007754035203
-8039813974393982031,107,5.25904675210033
6179950791243811641,171,5.2578327580182
8143439290822839621,432,5.25759727596233
-2335266885931295983,243,5.25689885667083
-9220838699879570943,116,5.24261215980521
8360550341370232997,134,5.24210690364709
-8468426189101033488,111,5.23926542771627
1343969094927529767,225,5.23713685416354
9003490083360301824,165,5.234600083823
1504507072510972298,130,5.23431087100705
-8721563692016583579,355,5.23297700793314
8429923240542499639,238,5.2298712935411
-6958556437316673420,160,5.22707965985253
-7255065394747333591,205,5.22568573391503
-6869061509665242500,144,5.21782792155402
-1133417160822532141,126,5.21428218194053
5367640419238248677,284,5.21287996965789
-2294175665057228250,378,5.21003320017299
-5065186595954948435,140,5.20444316753449
5451413904739060322,266,5.20346417988622
7173775057812735458,143,5.19944318830036
-5902949097387924081,150,5.19464827607824
-1212921884354471922,186,5.19100938540455
-5629518097845536907,115,5.1852845581613
-8300097716557228957,115,5.18178848824431
-8469687130804441013,108,5.17731172769059
-196629448402538040,111,5.17559626489857
-1061892070351957488,101,5.17455394333893
7519150385423813184,212,5.15782679494873
-3577191815938891741,134,5.15006550675606
5493598638812152608,197,5.14803203486538
8941822033854753400,468,5.14433547036923
1876507665859233934,135,5.13964526240991
-2347664178040419954,119,5.13901000241722
7122771105745583454,274,5.13887886692189
3668862550612432861,109,5.13829614818649
911391845731535456,104,5.13281317420051
3297798659011620543,136,5.13003304061002
-5678042851624144900,213,5.12783996924895
-3033494161121809306,102,5.11544666914666
3315642639289073254,162,5.10925017691448
-2082421914244715119,206,5.10777462458654
4805668119374764892,110,5.10283346794783
-4047642899633676798,104,5.10106209570856
-7016156291415173665,123,5.10098311555259
6536430002458993742,121,5.09852684675243
4641650247555626040,245,5.09662041811677
4347986944725094246,198,5.09547544770905
6096404057850402784,360,5.09391452533613
6078959715311213417,128,5.08892322927606
6554598754637236855,160,5.08737213210207
-8793501431848002021,123,5.08700890446808
4597789842945543995,439,5.08687303774854
5229042143901933749,193,5.08236095558112
-1562251934883338031,111,5.08112107568615
4689780543135306329,111,5.08108854980927
1342562786973429837,132,5.07708415415082
658445045438658701,125,5.07222216387256
-4749398396045118617,197,5.0707520609966
6095175930903611850,102,5.06557046292067
5843149499736234930,111,5.06495151230724
-1966785619173543056,114,5.05392906094133
3243340222957201076,117,5.04522112912759
-6159123287952554446,126,5.04415839854706
8018527922563601530,187,5.03990994221938
6851514259574127916,285,5.03835531789446
6564357552260213221,148,5.03647435258138
-2108564593631733073,140,5.03469570544297
-3551120686295590010,121,5.03255422912643
-1752912758617433715,181,5.02639489111752
-1729229599893380870,116,5.02452429406541
135167159537598590,228,5.02039952642605
5912295617777987875,335,5.01634808437959
6380928665289702920,111,5.01533925425577
9179648815002648585,195,5.01480529666709
8968867350997375976,324,5.0124499112732
5765594340679655701,180,5.00910881466716
2765311576619358906,102,5.00818153882741
-8367333010894912554,181,5.00447910932215
-7107614577179690136,113,5.00042776621541
3906056973068176245,414,4.99598445341934
-4840623336134180433,106,4.99404745103899
5183066082612033068,209,4.99356169429417
2536007917527111277,125,4.99024168790196
-4948606547889794263,122,4.98466894827857
5767969222198776484,144,4.98028017916647
-2289556272248030052,105,4.97993373007414
5512436242723277068,115,4.97943524354014
-5026622092761383145,230,4.97697887278927
2680962616002745633,139,4.97642252163426
-1324847762085718113,323,4.97468266542299
6323434776248645234,315,4.97288384354074
-7797178253507054087,396,4.96639824325266
-6904359980029170184,120,4.96582645113573
6763960319153674257,178,4.96549663074002
1293886270539672480,145,4.96382311017794
4506169785428366426,108,4.95909669609015
6093432597901777811,201,4.95660841880084
5685691178852692090,116,4.95448403142227
5045549216938159878,130,4.95442194648037
-5487607911207163781,114,4.95294786302824
-258548394252186996,150,4.94641986134983
-710385993499019978,105,4.94210585320701
-4467689323975000103,331,4.9365897079662
-4619081406404372110,105,4.93273762470975
2425460841379931869,173,4.93254182921748
1287439596441069725,102,4.9290101931116
4490328047250486737,102,4.92718460706412
-7419133987582211188,177,4.92612529102667
-2814283013449588564,146,4.92291038920907
4528769731595500915,283,4.91731415213356
1210462930896012761,119,4.91438618904209
2434197774638944445,105,4.91017528272445
7869653138958929216,356,4.9090573905738
-2574080823618523419,351,4.90896801292912
1660843204489115526,149,4.90480511027442
-8535611947135507778,132,4.90478976518346
-5447658639913356376,300,4.90265615373697
-3502051206112600205,203,4.90133213679743
344422266167349984,202,4.90096884746364
-3960185458581281325,187,4.89915183412073
-3385424581036044682,102,4.89664301469681
8733262387747301592,156,4.89564376377858
7906027217620197644,118,4.89329105001873
1461126937947044454,380,4.89279046047656
250886926876388917,272,4.89244453759502
-5068781371874169833,116,4.88971121466028
250899386329382618,271,4.88946287513506
4291418786756094151,130,4.88695187278783
-1618830187942722827,206,4.88422843978538
-118045429448210344,479,4.88270134636643
-3714919728621494355,406,4.8821718152365
-7518247384122823419,162,4.88097790071746
-8020922981077579646,258,4.87827672771474
-6539107032576146592,148,4.87801001360528
-1053476266909408818,110,4.87780561029682
-5089405343014010572,128,4.87707671464664
-8567422880195990345,235,4.87294197045972
5045454083165539379,177,4.87129891701853
7412813075413455415,108,4.87102352650011
6474912614749367905,125,4.86580262262888
-6381283828307513152,125,4.86501013998497
2219268172127303788,117,4.85750831705074
-4257022247801007273,417,4.85577564469166
-5693947035250038566,117,4.85205734321824
3447056438460029085,105,4.84943990862545
-3915831028598126879,130,4.84845905847658
-5534566100726017930,120,4.84843350436898
2270468140585720103,158,4.84711602820963
-6898902303920731592,195,4.84405222157129
6490813559587049229,161,4.84372268689554
-2350142108882311872,209,4.84095291670215
-3493625053405187197,132,4.83684360060931
-4488671756595593429,318,4.83383241690246
7429981553610660555,116,4.83100672316127
6805342109389825597,327,4.82849499379372
-5771480673019707778,237,4.82693870357713
-5217401621877181542,122,4.82517625069016
-5934375779060243216,190,4.82385333187806
1504318332535407447,162,4.82326148581836
3635539042966206003,127,4.82308264343663
4710690678234167287,139,4.82219730363505
297746927114928815,158,4.82140476846434
-133683479334932746,131,4.82095507084644
-7577845608042417807,102,4.82093105744751
-910782233250048020,209,4.82062950988071
-6089831692562286841,101,4.82058249123858
-1536621040386568251,108,4.81995291091493
6630263142051172440,165,4.81992475918599
7992947002588313443,148,4.81991611096588
393795516345878889,139,4.81778747502497
